STT,Mã CK▲,Tên công ty,Ngành,Sàn,Khối lượng NY/ĐKGD,link
2028,DTF,CTCP Thực phẩm và Nước giải khát Dona New Tower,Sản xuất thực phẩm,OTC,10723266,https://finance.vietstock.vn/DTF-ctcp-thuc-pham-va-nuoc-giai-khat-dona-new-tower.htm
2029,DTLAuditing,Công ty TNHH Kiểm toán D.T.L,Dịch vụ pháp lý,Khác,0,https://finance.vietstock.vn/DTLAuditing-cong-ty-tnhh-kiem-toan-d-t-l.htm
2030,DTN,CTCP Diêm Thống Nhất,"Sản xuất hóa chất, dược phẩm",OTC,2200000,https://finance.vietstock.vn/DTN-ctcp-diem-thong-nhat.htm
2031,DTS,CTCP Dịch vụ Du lịch Đà Lạt,Dịch vụ hành chính và hỗ trợ,OTC,10450000,https://finance.vietstock.vn/DTS-ctcp-dich-vu-du-lich-da-lat.htm
2032,DTSC,CTCP Chứng khoán Delta,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",OTC,4000000,https://finance.vietstock.vn/DTSC-ctcp-chung-khoan-delta.htm
2033,DucAnhAudit,Công ty TNHH Kiểm toán Quốc tế Đức - Anh,Dịch vụ pháp lý,Khác,0,https://finance.vietstock.vn/DucAnhAudit-cong-ty-tnhh-kiem-toan-quoc-te-duc-anh.htm
2034,DucKhai,Công ty TNHH Thương mại Thiết bị Điện Đức Khải,Bán buôn hàng tiêu dùng,Khác,0,https://finance.vietstock.vn/DucKhai-cong-ty-tnhh-thuong-mai-thiet-bi-dien-duc-khai.htm
2035,DucTanLong,CTCP Đúc Tân Long - Constrexim,Sản xuất trang thiết bị nội thất và sản phẩm liên quan,OTC,0,https://finance.vietstock.vn/DucTanLong-ctcp-duc-tan-long-constrexim.htm
2036,DuLichDaNang,CTCP Du lịch Đà Nẵng,Dịch vụ hành chính và hỗ trợ,OTC,0,https://finance.vietstock.vn/DuLichDaNang-ctcp-du-lich-da-nang.htm
2037,DULICHKHANHHOA,CTCP Du lịch Khánh Hòa,Khách sạn và phòng ở,OTC,0,https://finance.vietstock.vn/DULICHKHANHHOA-ctcp-du-lich-khanh-hoa.htm
2038,DuLichTaCu,CTCP Du lịch Núi Tà Cú,Dịch vụ hành chính và hỗ trợ,OTC,0,https://finance.vietstock.vn/DuLichTaCu-ctcp-du-lich-nui-ta-cu.htm
2039,DuLichThanhBinh,CTCP Du lịch Thanh Bình,Khách sạn và phòng ở,OTC,0,https://finance.vietstock.vn/DuLichThanhBinh-ctcp-du-lich-thanh-binh.htm
2040,DuLichThanhHoa,CTCP Du lịch Thanh Hóa,Dịch vụ hành chính và hỗ trợ,OTC,0,https://finance.vietstock.vn/DuLichThanhHoa-ctcp-du-lich-thanh-hoa.htm
2041,DuLichThuongMai,CTCP Du lịch và Thương mại Vinacomin,Bán buôn hàng tiêu dùng,OTC,0,https://finance.vietstock.vn/DuLichThuongMai-ctcp-du-lich-va-thuong-mai-vinacomin.htm
2042,DuocBaoChau,CTCP Tập đoàn Dược Bảo Châu,"Sản xuất hóa chất, dược phẩm",OTC,0,https://finance.vietstock.vn/DuocBaoChau-ctcp-tap-doan-duoc-bao-chau.htm
2043,DuocDomedic,CTCP Y Dược Domedic,Dịch vụ chăm sóc sức khỏe ngoại trú,OTC,0,https://finance.vietstock.vn/DuocDomedic-ctcp-y-duoc-domedic.htm
2044,DuocICA,CTCP Công nghệ sinh học Dược phẩm ICA,"Sản xuất hóa chất, dược phẩm",OTC,0,https://finance.vietstock.vn/DuocICA-ctcp-cong-nghe-sinh-hoc-duoc-pham-ica.htm
2045,DuocLieuTW2,CTCP Dược Liệu Trung ương 2,"Sản xuất hóa chất, dược phẩm",OTC,2800000,https://finance.vietstock.vn/DuocLieuTW2-ctcp-duoc-lieu-trung-uong-2.htm
2046,DuocNamHa,CTCP Dược phẩm Nam Hà,"Sản xuất hóa chất, dược phẩm",OTC,0,https://finance.vietstock.vn/DuocNamHa-ctcp-duoc-pham-nam-ha.htm
2047,DuocPham32,CTCP Dược phẩm 3/2,"Sản xuất hóa chất, dược phẩm",OTC,0,https://finance.vietstock.vn/DuocPham32-ctcp-duoc-pham-3-2.htm
2048,DuocTanPhat,CTCP Dược - Trang Thiết bị Y Tế Tân Phát,Bán buôn hàng tiêu dùng,OTC,3600000,https://finance.vietstock.vn/DuocTanPhat-ctcp-duoc-trang-thiet-bi-y-te-tan-phat.htm
2049,DuocYenBai,CTCP Dược phẩm Yên Bái,"Sản xuất hóa chất, dược phẩm",OTC,0,https://finance.vietstock.vn/DuocYenBai-ctcp-duoc-pham-yen-bai.htm
2050,DuongBo234,CTCP Quản Lý và Xây dựng Đường bộ 234,"Xây dựng nhà cửa, cao ốc",OTC,0,https://finance.vietstock.vn/DuongBo234-ctcp-quan-ly-va-xay-dung-duong-bo-234.htm
2051,DuongBoDakLak,Công ty TNHH MTV Quản Lý và Sửa Chữa Đường bộ Đắk Lắk,"Xây dựng nhà cửa, cao ốc",Khác,0,https://finance.vietstock.vn/DuongBoDakLak-cong-ty-tnhh-mtv-quan-ly-va-sua-chua-duong-bo-dak-lak.htm
2052,DuongCanTho,CTCP Mía đường Cần Thơ,Sản xuất thực phẩm,OTC,13080547,https://finance.vietstock.vn/DuongCanTho-ctcp-mia-duong-can-tho.htm
2053,DuongLaNga,CTCP Mía đường La Ngà,Sản xuất thực phẩm,OTC,0,https://finance.vietstock.vn/DuongLaNga-ctcp-mia-duong-la-nga.htm
2054,DuongSatPhiaNam,CTCP Đường sắt Phía Nam,Vận tải đường sắt,OTC,0,https://finance.vietstock.vn/DuongSatPhiaNam-ctcp-duong-sat-phia-nam.htm
2055,DuongSocTrang,CTCP Mía đường Sóc Trăng,Sản xuất thực phẩm,OTC,0,https://finance.vietstock.vn/DuongSocTrang-ctcp-mia-duong-soc-trang.htm
2056,DuyHoang07,CTCP Duy Hoàng 07,"Sản xuất hóa chất, dược phẩm",OTC,0,https://finance.vietstock.vn/DuyHoang07-ctcp-duy-hoang-07.htm
2057,DVCCBinhDuong,CTCP Xây dựng và Dịch vụ Công Cộng Bình Dương,"Nước, chất thải và các hệ thống khác",OTC,0,https://finance.vietstock.vn/DVCCBinhDuong-ctcp-xay-dung-va-dich-vu-cong-cong-binh-duong.htm
2058,DVD,CTCP Dược phẩm Viễn Đông,"Sản xuất hóa chất, dược phẩm",OTC,11910000,https://finance.vietstock.vn/DVD-ctcp-duoc-pham-vien-dong.htm
2059,DVH,CTCP Chế tạo Máy điện Việt Nam - Hungari,Dịch vụ thiết kế chuyên biệt,OTC,11000000,https://finance.vietstock.vn/DVH-ctcp-che-tao-may-dien-viet-nam-hungari.htm
2060,DVSC,CTCP Chứng khoán Đại Việt,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",OTC,25000000,https://finance.vietstock.vn/DVSC-ctcp-chung-khoan-dai-viet.htm
2061,DVVTKHANHHOA,CTCP Khai thác Bến xe và Dịch vụ Vận tải Khánh Hòa,Khách sạn và phòng ở,OTC,0,https://finance.vietstock.vn/DVVTKHANHHOA-ctcp-khai-thac-ben-xe-va-dich-vu-van-tai-khanh-hoa.htm
2062,DX2,CTCP Đầu tư và Xây dựng 319.2,Xây dựng công nghiệp nặng và dân dụng,OTC,4950000,https://finance.vietstock.vn/DX2-ctcp-dau-tu-va-xay-dung-319-2.htm
2063,DXD,CTCP Đầu tư và Phát triển Xây lắp Đông Anh,Xây dựng công nghiệp nặng và dân dụng,OTC,1019700,https://finance.vietstock.vn/DXD-ctcp-dau-tu-va-phat-trien-xay-lap-dong-anh.htm
2064,E1SSHN30,Quỹ ETF SSIAM VNX50,"Quỹ, Quỹ tín thác và các công cụ tài chính khác",Khác,9800000,https://finance.vietstock.vn/E1SSHN30-quy-etf-ssiam-vnx50.htm
2065,EasternAudit,Công ty TNHH Kiểm toán Phương Đông,Dịch vụ pháp lý,Khác,0,https://finance.vietstock.vn/EasternAudit-cong-ty-tnhh-kiem-toan-phuong-dong.htm
2066,EBA,CTCP Điện Bắc Nà,"Phát, truyền tải và phân phối điện năng",OTC,15500000,https://finance.vietstock.vn/EBA-ctcp-dien-bac-na.htm
2067,ECC,CTCP Chứng khoán Euro Capital,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",OTC,15000000,https://finance.vietstock.vn/ECC-ctcp-chung-khoan-euro-capital.htm
2068,ECOVIS,Công ty TNHH ECOVIS STT Việt Nam,Dịch vụ pháp lý,Khác,0,https://finance.vietstock.vn/ECOVIS-cong-ty-tnhh-ecovis-stt-viet-nam.htm
2069,Eden,CTCP Ê Đen,Bất động sản,OTC,0,https://finance.vietstock.vn/Eden-ctcp-e-den.htm
2070,EDL-Gen,Công ty Phát Điện Lào,"Phát, truyền tải và phân phối điện năng",Lào,1226216765,https://finance.vietstock.vn/EDL-Gen-cong-ty-phat-dien-lao.htm
2071,EDX,CTCP Tập đoàn EDX,Sản xuất khác,OTC,20612000,https://finance.vietstock.vn/EDX-ctcp-tap-doan-edx.htm
2072,EIFMC,Công ty TNHH Quản lý Quỹ Eastspring Investments,"Quỹ, Quỹ tín thác và các công cụ tài chính khác",Khác,2500000,https://finance.vietstock.vn/EIFMC-cong-ty-tnhh-quan-ly-quy-eastspring-investments.htm
2073,EJung,Công ty TNHH Kiểm toán E-JUNG,Dịch vụ pháp lý,Khác,0,https://finance.vietstock.vn/EJung-cong-ty-tnhh-kiem-toan-e-jung.htm
2074,ELINCO,CTCP Điện tử Tin học Hóa chất,Chăn nuôi,OTC,0,https://finance.vietstock.vn/ELINCO-ctcp-dien-tu-tin-hoc-hoa-chat.htm
2075,ENF,Quỹ đầu tư Năng động Eastspring Investments Việt Nam,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",OTC,0,https://finance.vietstock.vn/ENF-quy-dau-tu-nang-dong-eastspring-investments-viet-nam.htm
2076,ErnstYoung,Công ty TNHH Ernst & Young Việt Nam,Dịch vụ pháp lý,Khác,0,https://finance.vietstock.vn/ErnstYoung-cong-ty-tnhh-ernst-young-viet-nam.htm
2077,ETCC,CTCP Cáp và Thiết bị Viễn Thông,"Sản xuất các sản phẩm điện tử, vi tính",OTC,0,https://finance.vietstock.vn/ETCC-ctcp-cap-va-thiet-bi-vien-thong.htm
2078,Eurowindow,CTCP Cửa sổ Nhựa Châu Âu,Sản xuất trang thiết bị nội thất và sản phẩm liên quan,OTC,76500000,https://finance.vietstock.vn/Eurowindow-ctcp-cua-so-nhua-chau-au.htm
2079,EVN,Tập đoàn Điện lực Việt Nam,"Phát, truyền tải và phân phối điện năng",Khác,0,https://finance.vietstock.vn/EVN-tap-doan-dien-luc-viet-nam.htm
2080,Eximland,CTCP Bất động sản Exim,"Xây dựng nhà cửa, cao ốc",OTC,0,https://finance.vietstock.vn/Eximland-ctcp-bat-dong-san-exim.htm
2081,FAC,Công ty TNHH Kiểm toán FAC,Dịch vụ pháp lý,Khác,0,https://finance.vietstock.vn/FAC-cong-ty-tnhh-kiem-toan-fac.htm
2082,FACOM,Công ty TNHH Kiểm toán và Tư vấn Tài chính Việt Nam,Dịch vụ pháp lý,Khác,0,https://finance.vietstock.vn/FACOM-cong-ty-tnhh-kiem-toan-va-tu-van-tai-chinh-viet-nam.htm
2083,FADACO,Công ty TNHH Kiểm toán và Tư vấn Đầu tư Tài chính Châu Á,Dịch vụ pháp lý,Khác,0,https://finance.vietstock.vn/FADACO-cong-ty-tnhh-kiem-toan-va-tu-van-dau-tu-tai-chinh-chau-a.htm
2084,Falcon,CTCP Vận tải Dầu khí Việt Nam,Vận tải đường thủy,OTC,0,https://finance.vietstock.vn/Falcon-ctcp-van-tai-dau-khi-viet-nam.htm
2085,FanansaFund,Công ty Quản lý Quỹ Finansa,"Quỹ, Quỹ tín thác và các công cụ tài chính khác",Khác,0,https://finance.vietstock.vn/FanansaFund-cong-ty-quan-ly-quy-finansa.htm
2086,FBT,CTCP Xuất nhập khẩu Lâm Thủy sản Bến Tre,Sản xuất thực phẩm,OTC,15000000,https://finance.vietstock.vn/FBT-ctcp-xuat-nhap-khau-lam-thuy-san-ben-tre.htm
2087,FCB,Ngân hàng TMCP Đệ Nhất,Trung gian tín dụng và các hoạt động liên quan,OTC,300000000,https://finance.vietstock.vn/FCB-ngan-hang-tmcp-de-nhat.htm
2088,FDT,CTCP FIDITOUR,Dịch vụ hành chính và hỗ trợ,OTC,3054500,https://finance.vietstock.vn/FDT-ctcp-fiditour.htm
2089,FECREDIT,Công ty Tài chính TNHH MTV Ngân hàng Việt Nam Thịnh Vượng,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",Khác,0,https://finance.vietstock.vn/FECREDIT-cong-ty-tai-chinh-tnhh-mtv-ngan-hang-viet-nam-thinh-vuong.htm
2090,FENB,Ngân hàng Far East National Bank Chi nhánh Thành phố Hồ Chí Minh,Trung gian tín dụng và các hoạt động liên quan,Khác,0,https://finance.vietstock.vn/FENB-ngan-hang-far-east-national-bank-chi-nhanh-thanh-pho-ho-chi-minh.htm
2091,FHH,CTCP Đầu tư Kinh doanh Phát triển Bất Động Sản FLCHOMES,Bất động sản,OTC,0,https://finance.vietstock.vn/FHH-ctcp-dau-tu-kinh-doanh-phat-trien-bat-dong-san-flchomes.htm
2092,FIS,CTCP Hệ thống Thông tin FPT,Thiết kế hệ thống máy tính và dịch vụ liên quan,OTC,44662295,https://finance.vietstock.vn/FIS-ctcp-he-thong-thong-tin-fpt.htm
2093,Foodinco,Tổng Công ty cổ phần Đầu tư và Xuất nhập khẩu Foodinco,Bán buôn hàng tiêu dùng,OTC,0,https://finance.vietstock.vn/Foodinco-tong-cong-ty-co-phan-dau-tu-va-xuat-nhap-khau-foodinco.htm
2094,Formach,CTCP Formach,Sản xuất trang thiết bị nội thất và sản phẩm liên quan,OTC,0,https://finance.vietstock.vn/Formach-ctcp-formach.htm
2095,FPC,CTCP Full Power,"Xây dựng nhà cửa, cao ốc",OTC,13106292,https://finance.vietstock.vn/FPC-ctcp-full-power.htm
2096,FPTCapital,CTCP Quản lý Quỹ Đầu tư FPT,"Quỹ, Quỹ tín thác và các công cụ tài chính khác",OTC,0,https://finance.vietstock.vn/FPTCapital-ctcp-quan-ly-quy-dau-tu-fpt.htm
2097,FPTTrading,CTCP Thương mại FPT,Cửa hàng đồ nội thất và đồ dùng gia đình,OTC,30000000,https://finance.vietstock.vn/FPTTrading-ctcp-thuong-mai-fpt.htm
2098,FritHue,CTCP Frit Huế,Sản xuất sản phẩm khoáng chất phi kim,OTC,0,https://finance.vietstock.vn/FritHue-ctcp-frit-hue.htm
2099,FSS,CTCP Giải pháp Phần mềm Tài chính,Quản trị doanh nghiệp,OTC,0,https://finance.vietstock.vn/FSS-ctcp-giai-phap-phan-mem-tai-chinh.htm
2100,FTV,CTCP Công nghiệp Ngũ kim Fortress Việt Nam,"Sản xuất thiết bị, máy móc",OTC,0,https://finance.vietstock.vn/FTV-ctcp-cong-nghiep-ngu-kim-fortress-viet-nam.htm
2101,FUCTVGF1,Quỹ đầu tư Tăng trưởng TVAM,"Quỹ, Quỹ tín thác và các công cụ tài chính khác",Khác,15000000,https://finance.vietstock.vn/FUCTVGF1-quy-dau-tu-tang-truong-tvam.htm
2102,FUCTVGF2,Quỹ Đầu tư tăng trưởng Thiên Việt 2,"Quỹ, Quỹ tín thác và các công cụ tài chính khác",OTC,17000000,https://finance.vietstock.vn/FUCTVGF2-quy-dau-tu-tang-truong-thien-viet-2.htm
2103,Fullhouse,Công ty TNHH Nhà nước MTV Đầu tư và Du lịch Huế,Dịch vụ hành chính và hỗ trợ,Khác,0,https://finance.vietstock.vn/Fullhouse-cong-ty-tnhh-nha-nuoc-mtv-dau-tu-va-du-lich-hue.htm
2104,GachThaiBinh,CTCP Gạch ốp lát Thái Bình,Sản xuất sản phẩm khoáng chất phi kim,OTC,0,https://finance.vietstock.vn/GachThaiBinh-ctcp-gach-op-lat-thai-binh.htm
2105,GAFC,Công ty TNHH Kiểm toán và Tư vấn Tài chính Toàn cầu,Dịch vụ pháp lý,Khác,0,https://finance.vietstock.vn/GAFC-cong-ty-tnhh-kiem-toan-va-tu-van-tai-chinh-toan-cau.htm
2106,GANGTHEPLAOCAI,CTCP Đầu tư Gang thép Lào Cai - Vimico,Sản xuất sản phẩm khoáng chất phi kim,OTC,0,https://finance.vietstock.vn/GANGTHEPLAOCAI-ctcp-dau-tu-gang-thep-lao-cai-vimico.htm
2107,GaoXKTN,Nhà máy Gạo Xuất khẩu Tây Ninh,Sản xuất thực phẩm,Khác,0,https://finance.vietstock.vn/GaoXKTN-nha-may-gao-xuat-khau-tay-ninh.htm
2108,GBS,CTCP Chứng khoán Golden Bridge Việt Nam,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",OTC,13500000,https://finance.vietstock.vn/GBS-ctcp-chung-khoan-golden-bridge-viet-nam.htm
2109,GCC,CTCP Văn hóa Tổng hợp Bến Thành,Công nghiệp xuất bản - Ngoại trừ internet,OTC,3300000,https://finance.vietstock.vn/GCC-ctcp-van-hoa-tong-hop-ben-thanh.htm
2110,GDC,CTCP Xuất nhập khẩu Gia Định,Sản xuất thực phẩm,OTC,0,https://finance.vietstock.vn/GDC-ctcp-xuat-nhap-khau-gia-dinh.htm
2111,GEC,CTCP Cơ khí Gang Thép,Sản xuất trang thiết bị nội thất và sản phẩm liên quan,OTC,0,https://finance.vietstock.vn/GEC-ctcp-co-khi-gang-thep.htm
2112,Gefoseco,CTCP Thực phẩm và Dịch vụ Tổng hợp,Cửa hàng đồ nội thất và đồ dùng gia đình,OTC,2500000,https://finance.vietstock.vn/Gefoseco-ctcp-thuc-pham-va-dich-vu-tong-hop.htm
2113,Geleximco,CTCP Xuất nhập khẩu Tổng hợp Hà Nội,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",OTC,0,https://finance.vietstock.vn/Geleximco-ctcp-xuat-nhap-khau-tong-hop-ha-noi.htm
2114,Gelimex,CTCP Điện máy và Kỹ thuật Công Nghệ,"Sản xuất các sản phẩm điện tử, vi tính",OTC,0,https://finance.vietstock.vn/Gelimex-ctcp-dien-may-va-ky-thuat-cong-nghe.htm
2115,Generalimex,CTCP Xuất nhập khẩu Tổng hợp II,Bán buôn hàng tiêu dùng,OTC,0,https://finance.vietstock.vn/Generalimex-ctcp-xuat-nhap-khau-tong-hop-ii.htm
2116,Genesis,CTCP Quản lý quỹ Genesis,"Quỹ, Quỹ tín thác và các công cụ tài chính khác",OTC,0,https://finance.vietstock.vn/Genesis-ctcp-quan-ly-quy-genesis.htm
2117,Genexim,CTCP Vật tư Tổng hợp Thành phố Hồ Chí Minh,Cửa hàng đồ nội thất và đồ dùng gia đình,OTC,3250000,https://finance.vietstock.vn/Genexim-ctcp-vat-tu-tong-hop-thanh-pho-ho-chi-minh.htm
2118,GENIMEX,CTCP Lâm sản và Xuất nhập khẩu Tổng hợp Bình Dương,Trồng rừng và khai thác gỗ,Khác,0,https://finance.vietstock.vn/GENIMEX-ctcp-lam-san-va-xuat-nhap-khau-tong-hop-binh-duong.htm
2119,Gentraco,CTCP Gentraco,Sản xuất thực phẩm,OTC,0,https://finance.vietstock.vn/Gentraco-ctcp-gentraco.htm
2120,Getraco,CTCP Thương mại Tổng hợp Tỉnh Bà Rịa - Vũng Tàu,Bán buôn hàng tiêu dùng,OTC,751770,https://finance.vietstock.vn/Getraco-ctcp-thuong-mai-tong-hop-tinh-ba-ria-vung-tau.htm
2121,GFC,CTCP Sản xuất Thương mại Dịch vụ GFC,Bán buôn hàng tiêu dùng,OTC,0,https://finance.vietstock.vn/GFC-ctcp-san-xuat-thuong-mai-dich-vu-gfc.htm
2122,GGS,CTCP Giống gia súc Hà Nội,Chăn nuôi,OTC,11010000,https://finance.vietstock.vn/GGS-ctcp-giong-gia-suc-ha-noi.htm
2123,GHA,CTCP Hapaco Hải Âu,Sản xuất giấy,Khác,2616960,https://finance.vietstock.vn/GHA-ctcp-hapaco-hai-au.htm
2124,GiaCatAudit,Công ty TNHH Tư vấn và Kiểm toán Gia Cát,Dịch vụ pháp lý,Khác,0,https://finance.vietstock.vn/GiaCatAudit-cong-ty-tnhh-tu-van-va-kiem-toan-gia-cat.htm
2125,GiaDinhCo,CTCP Đầu tư Phát triển Gia Định,Bất động sản,OTC,0,https://finance.vietstock.vn/GiaDinhCo-ctcp-dau-tu-phat-trien-gia-dinh.htm
2126,GiaDungPhongPhu,CTCP Dệt Gia dụng Phong Phú,"Sản xuất sợi, vải",OTC,0,https://finance.vietstock.vn/GiaDungPhongPhu-ctcp-det-gia-dung-phong-phu.htm
2127,GiaiPhapS2P,CTCP Dịch vụ Kĩ thuật và Giải pháp Số S2P,Sửa chữa và bảo trì,OTC,0,https://finance.vietstock.vn/GiaiPhapS2P-ctcp-dich-vu-ki-thuat-va-giai-phap-so-s2p.htm
2128,GiaoThong,CTCP Thiết bị Xây lắp Giao thông,"Xây dựng nhà cửa, cao ốc",OTC,0,https://finance.vietstock.vn/GiaoThong-ctcp-thiet-bi-xay-lap-giao-thong.htm
2129,GiaoThong2,CTCP Công trình Giao thông 2,"Xây dựng nhà cửa, cao ốc",OTC,0,https://finance.vietstock.vn/GiaoThong2-ctcp-cong-trinh-giao-thong-2.htm
2130,GiaoThongQN,CTCP Xây dựng Giao thông Quảng Nam,"Xây dựng nhà cửa, cao ốc",OTC,0,https://finance.vietstock.vn/GiaoThongQN-ctcp-xay-dung-giao-thong-quang-nam.htm
2131,GiaSangSteel,CTCP Luyện cán thép Gia Sàng,Sản xuất sản phẩm khoáng chất phi kim,OTC,0,https://finance.vietstock.vn/GiaSangSteel-ctcp-luyen-can-thep-gia-sang.htm
2132,GiayDepWEC,CTCP May Thêu Giày Dép W.E.C Sài Gòn,"Sản xuất sợi, vải",OTC,0,https://finance.vietstock.vn/GiayDepWEC-ctcp-may-theu-giay-dep-w-e-c-sai-gon.htm
2133,GiayHaiDuong,CTCP Giầy Hải Dương,"Sản xuất sợi, vải",OTC,0,https://finance.vietstock.vn/GiayHaiDuong-ctcp-giay-hai-duong.htm
2134,GiayHaNoi,CTCP Đầu tư Xuất nhập khẩu Da giày Hà Nội,"Sản xuất sợi, vải",OTC,5000000,https://finance.vietstock.vn/GiayHaNoi-ctcp-dau-tu-xuat-nhap-khau-da-giay-ha-noi.htm
2135,GiayLamSon,CTCP Giấy Lam Sơn,Sản xuất giấy,OTC,0,https://finance.vietstock.vn/GiayLamSon-ctcp-giay-lam-son.htm
2136,GiayLeHoa,CTCP Giấy tập Lệ Hoa,Sản xuất giấy,OTC,0,https://finance.vietstock.vn/GiayLeHoa-ctcp-giay-tap-le-hoa.htm
2137,GID,CTCP Dệt may Gia Định,"Sản xuất sợi, vải",OTC,0,https://finance.vietstock.vn/GID-ctcp-det-may-gia-dinh.htm
2138,GLS,CTCP Chứng khoán Sen Vàng,"Môi giới chứng khoán, hàng hóa, đầu tư tài chính khác và các hoạt động liên quan",OTC,13500000,https://finance.vietstock.vn/GLS-ctcp-chung-khoan-sen-vang.htm
2139,GocVietAudit,Công ty TNHH Kiểm toán Gốc Việt,Dịch vụ pháp lý,Khác,0,https://finance.vietstock.vn/GocVietAudit-cong-ty-tnhh-kiem-toan-goc-viet.htm
2140,GoldenGate,CTCP Thương mại Dịch vụ Cổng Vàng,Dịch vụ ăn uống,OTC,0,https://finance.vietstock.vn/GoldenGate-ctcp-thuong-mai-dich-vu-cong-vang.htm
2141,GPBank,Ngân hàng Thương mại TNHH MTV Dầu khí Toàn cầu,Trung gian tín dụng và các hoạt động liên quan,Khác,200000000,https://finance.vietstock.vn/GPBank-ngan-hang-thuong-mai-tnhh-mtv-dau-khi-toan-cau.htm
2142,GQN,Trung tâm Giống Thủy sản Quảng Nam,Chăn nuôi,OTC,846000,https://finance.vietstock.vn/GQN-trung-tam-giong-thuy-san-quang-nam.htm
2143,GrantThornton,Công ty TNHH Grant Thornton Việt Nam,Dịch vụ pháp lý,Khác,0,https://finance.vietstock.vn/GrantThornton-cong-ty-tnhh-grant-thornton-viet-nam.htm
2144,GreatEastern,Công ty TNHH Bảo hiểm Nhân Thọ Great Eastern Việt Nam,Bảo hiểm và các hoạt động liên quan,Khác,0,https://finance.vietstock.vn/GreatEastern-cong-ty-tnhh-bao-hiem-nhan-tho-great-eastern-viet-nam.htm
2145,GRL,CTCP Tiếp Vận Xanh,Hỗ trợ vận tải,OTC,0,https://finance.vietstock.vn/GRL-ctcp-tiep-van-xanh.htm
2146,Groupama,Công ty TNHH Bảo hiểm Tổng hợp Groupama Việt Nam,Bảo hiểm và các hoạt động liên quan,Khác,0,https://finance.vietstock.vn/Groupama-cong-ty-tnhh-bao-hiem-tong-hop-groupama-viet-nam.htm
2147,GSC,CTCP Thủy điện Geruco Sông Côn,"Xây dựng nhà cửa, cao ốc",OTC,30000000,https://finance.vietstock.vn/GSC-ctcp-thuy-dien-geruco-song-con.htm
2148,GT6,Tổng Công ty Xây dựng Công trình Giao thông 6 - CTCP,"Xây dựng nhà cửa, cao ốc",OTC,0,https://finance.vietstock.vn/GT6-tong-cong-ty-xay-dung-cong-trinh-giao-thong-6-ctcp.htm
2149,GTC,CTCP Trà Rồng Vàng,Trồng trọt,OTC,1032243,https://finance.vietstock.vn/GTC-ctcp-tra-rong-vang.htm
